

本Wiki中译名以官方Wiki中文语言包为准
射弹 ID
跳到导航跳到搜索
主文章：数据 ID
此页面包含有泰拉瑞亚游戏代码中用于引用射弹的内部射弹 ID 的可排序列表。此信息对于研究性目的或开发诸如模组之类的第三方软件会很有用。


目录
1	ID 列表
2	前代主机版/3DS版
3	历史
ID 列表
射弹	来源
ID	图像	名称	内部名称
685	Javelin 2.png	标枪	DD2JavelinHostileT3	埃特尼亚标枪投掷怪
686	Betsy's Fireball.png	双足翼龙火球	DD2BetsyFireball	双足翼龙
687	Betsy's Breath.gif	双足翼龙呼吸	DD2BetsyFlameBreath	双足翼龙
688	Lightning Aura.png	闪电光环（1 级）	DD2LightningAuraT1	闪电光环魔杖
689	Lightning Aura 2.png	闪电光环（2 级）	DD2LightningAuraT2	闪电光环手杖
690	Lightning Aura 3.png	闪电光环（3 级）	DD2LightningAuraT3	闪电光环法杖
691	Explosive Trap (tier 1).gif	爆炸机关（1 级）	DD2ExplosiveTrapT1	爆炸机关魔杖
692	Explosive Trap (tier 2).gif	爆炸机关（2 级）	DD2ExplosiveTrapT2	爆炸机关手杖
693	Explosive Trap (tier 3).gif	爆炸机关（3 级）	DD2ExplosiveTrapT3	爆炸机关法杖
694	Explosive Trap Explosion (tier 1).gif	爆炸机关爆炸（1 级）	DD2ExplosiveTrapT1Explosion	爆炸机关魔杖
695	Explosive Trap Explosion (tier 2).gif	爆炸机关爆炸（2 级）	DD2ExplosiveTrapT2Explosion	爆炸机关手杖
696	Explosive Trap Explosion (tier 3).gif	爆炸机关爆炸（3 级）	DD2ExplosiveTrapT3Explosion	爆炸机关法杖
697	Sleepy Octopod (projectile).png	瞌睡章鱼	MonkStaffT1	瞌睡章鱼
698	Lightning Orb Arc.png	长棍猛击	MonkStaffT1Explosion	瞌睡章鱼
699	Ghastly Glaive (projectile).png	恐怖关刀	MonkStaffT2	恐怖关刀
700	Ghast (animated).gif	恶魂	MonkStaffT2Ghast	恐怖关刀
701	Hoardagron (animated).gif	Hoardagron	DD2PetDragon	龙蛋
702	Flickerwick (animated).gif	闪烁灯芯	DD2PetGhost	飞眼怪蛋
703	Propeller Gato (animated).gif	飞翔Gato	DD2PetGato	Gato蛋
704	Ancient Storm.png	无限智慧旋风	DD2ApprenticeStorm	无限智慧巨著
705	Phantom Phoenix.png	幽灵凤凰	DD2PhoenixBow	幽灵凤凰
706	Phantom Phoenix (projectile) (animated).gif	幽灵凤凰	DD2PhoenixBowShot	幽灵凤凰
707	Sky Dragon's Fury (projectile).png	天龙之怒	MonkStaffT3	天龙之怒
708	Sky Dragon's Fury (projectile).png	天龙之怒（替换）	MonkStaffT3_Alt	天龙之怒
709	Charged Blaster Orb.gif	天龙之怒（替换弹）	MonkStaffT3_AltShot	天龙之怒
710	Aerial Bane (projectile).png	空中祸害	DD2BetsyArrow	空中祸害
711	Betsy's Fireball.png	双足翼龙怒气	ApprenticeStaffT3Shot	双足翼龙怒气
712	Tome of Infinite Wisdom (projectile).png	无限智慧巨著	BookStaffShot	无限智慧巨著
713	Lightning Orb Arc.png	胜利！	DD2Win	打败撒旦军队
714	Celebration Mk2.png	喜庆弹射器Mk2	Celeb2Weapon	喜庆弹射器Mk2
715	Celebration Mk2 (projectile).png	喜庆弹射器Mk2	Celeb2Rocket	喜庆弹射器Mk2
716	Celebration Mk2 (projectile).png	喜庆弹射器Mk2（爆炸）	Celeb2RocketExplosive	喜庆弹射器Mk2
717	Celebration Mk2 (projectile).png	喜庆弹射器Mk2（大）	Celeb2RocketLarge	喜庆弹射器Mk2
718	Celebration Mk2 (projectile).png	喜庆弹射器Mk2（大爆炸）	Celeb2RocketExplosiveLarge	喜庆弹射器Mk2
719	Queen Bee's Stinger.png	蜂王毒刺	QueenBeeStinger	蜂王
720	Lightning Orb Arc.png	陨星生成者	FallingStarSpawner	坠落之星坠落动画
721	Golf Ball (projectile).png	高尔夫球	DirtGolfBall	高尔夫球
722	Lightning Orb Arc.png	高尔夫球杆	GolfClubHelper	任何高尔夫球杆
723	White Star.png	魔力斗篷	ManaCloakStar	任何穿着魔力斗篷的玩家被敌怪击中
724	White Star.png	蜜蜂斗篷	BeeCloakStar	任何穿着蜜蜂斗篷的玩家被敌怪击中
725	White Star.png	星星面纱	StarVeilStar	任何穿着星星面纱的玩家被敌怪击中
726	Star Cloak.png	星星斗篷	StarCloakStar	任何穿着星星斗篷的玩家被敌怪击中
727	Rolling Cactus.png	仙人球	RollingCactus	仙人球
728	White Star.png	超级星星炮	SuperStar	超级星星炮
729	Prismatic Bolt.png	超级星星炮	SuperStarSlash	超级星星炮
730	Storm Spear (projectile).png	风暴长矛	ThunderSpear	风暴长矛
731	Thunder Zapper (projectile).gif	霹雳法杖	ThunderStaffShot	霹雳法杖
732	Electric Bolt (animated).gif	风暴长矛弹	ThunderSpearShot	风暴长矛
733	Lightning Orb Arc.png	马桶效果	ToiletEffect	马桶被激活时
734	Void Bag (projectile).gif	虚空袋	VoidLens	虚空袋
735	Terragrim (projectile).gif	泰拉魔刃	Terragrim	泰拉魔刃
736	Blue Dungeon Debris.png	蓝地牢残骸	BlueDungeonDebris	破裂蓝砖
737	Green Dungeon Debris.png	绿地牢残骸	GreenDungeonDebris	破裂绿砖
738	Pink Dungeon Debris.png	粉地牢残骸	PinkDungeonDebris	破裂粉砖
739	Black Golf Ball (projectile).png	黑高尔夫球	GolfBallDyedBlack	黑高尔夫球
740	Blue Golf Ball (projectile).png	蓝高尔夫球	GolfBallDyedBlue	蓝高尔夫球
741	Brown Golf Ball (projectile).png	棕高尔夫球	GolfBallDyedBrown	棕高尔夫球
742	Cyan Golf Ball (projectile).png	青高尔夫球	GolfBallDyedCyan	青高尔夫球
743	Green Golf Ball (projectile).png	绿高尔夫球	GolfBallDyedGreen	绿高尔夫球
744	Lime Golf Ball (projectile).png	橙绿高尔夫球	GolfBallDyedLimeGreen	橙绿高尔夫球
745	Orange Golf Ball (projectile).png	橙高尔夫球	GolfBallDyedOrange	橙高尔夫球
746	Pink Golf Ball (projectile).png	粉高尔夫球	GolfBallDyedPink	粉高尔夫球
747	Purple Golf Ball (projectile).png	紫高尔夫球	GolfBallDyedPurple	紫高尔夫球
748	Red Golf Ball (projectile).png	红高尔夫球	GolfBallDyedRed	红高尔夫球
749	Sky Blue Golf Ball (projectile).png	天蓝高尔夫球	GolfBallDyedSkyBlue	天蓝高尔夫球
750	Teal Golf Ball (projectile).png	青绿高尔夫球	GolfBallDyedTeal	青绿高尔夫球
751	Violet Golf Ball (projectile).png	蓝紫高尔夫球	GolfBallDyedViolet	蓝紫高尔夫球
752	Yellow Golf Ball (projectile).png	黄高尔夫球	GolfBallDyedYellow	黄高尔夫球
753	Amber Hook (projectile).png	琥珀钩	AmberHook	琥珀钩
754	Mystic Snake Coil.png	神秘盘蛇	MysticSnakeCoil	耍蛇者长笛
755	Sanguine Bat Minion.gif	血红蝙蝠	BatOfLight	血红法杖
756	Blood Thorn (projectile).png	血荆棘	SharpTears	血荆棘
757	Drippler Crippler (projectile).png	滴滴怪致残者	DripplerFlail	滴滴怪致残者
758	Vampire Frog (minion).gif	吸血鬼青蛙	VampireFrog	吸血鬼青蛙法杖
759	Finch.gif	雀	BabyBird	雀杖
760	Bobber (Bloody).png	浮标（血腥）	BobberBloody	鱼饵投掷者
761	Paper Airplane (projectile).png	纸飞机	PaperAirplaneA	纸飞机
762	White Paper Airplane (projectile).png	白纸飞机	PaperAirplaneB	白纸飞机
763	Rolling Cactus Spike.png	仙人球尖刺	RollingCactusSpike	仙人球碰撞
764	Estee.gif	埃斯蒂	UpbeatStar	天界魔棒
765	Sugar Glider.png	蜜袋鼯	SugarGlider	桉树汁
766	Blue Kite (projectile).png	蓝风筝	KiteBlue	蓝风筝
767	Blue and Yellow Kite (projectile).png	蓝黄风筝	KiteBlueAndYellow	蓝黄风筝
768	Red Kite (projectile).png	红风筝	KiteRed	红风筝
769	Red and Yellow Kite (projectile).png	红黄风筝	KiteRedAndYellow	红黄风筝
770	Yellow Kite (projectile).png	黄风筝	KiteYellow	黄风筝
771	Wyvern Kite (projectile).png	飞龙风筝	KiteWyvern	飞龙风筝
772	Geode.png	晶洞	Geode	晶洞（抛出的）
773	Scarab Bomb.png	甲虫炸弹	ScarabBomb	甲虫炸弹
774	Shark Pup.png	小鲨鱼	SharkPup	鲨鱼鱼饵
775	Bobber (Scarab).png	浮标（甲虫）	BobberScarab	甲虫钓竿
776	Cluster Rocket I (projectile).png	初级集束火箭	ClusterRocketI	使用初级集束火箭的火箭发射器
777	Cluster Grenade I.png	初级集束榴弹	ClusterGrenadeI	使用初级集束火箭的榴弹发射器
778	Cluster Mine I.png	初级集束感应雷	ClusterMineI	使用初级集束火箭的感应雷发射器
779	Cluster Fragments I.png	初级集束破片	ClusterFragmentsI	初级集束火箭
780	Cluster Rocket II (projectile).png	二级集束火箭	ClusterRocketII	使用二级集束火箭的火箭发射器
781	Cluster Grenade II.png	二级集束榴弹	ClusterGrenadeII	使用二级集束火箭的榴弹发射器
782	Cluster Mine II.png	二级集束感应雷	ClusterMineII	使用二级集束火箭的感应雷发射器
783	Cluster Fragments II.png	二级集束破片	ClusterFragmentsII	初级集束火箭
784	Wet Rocket (projectile).png	湿火箭	WetRocket	使用湿火箭的火箭发射器
785	Wet Grenade.png	湿榴弹	WetGrenade	使用湿火箭的榴弹发射器
786	Wet Proximity Mine.png	潮湿感应雷	WetMine	使用湿火箭的感应雷发射器
787	Lava Rocket (projectile).png	熔岩火箭	LavaRocket	使用熔岩火箭的火箭发射器
788	Lava Grenade.png	熔岩榴弹	LavaGrenade	使用熔岩火箭的榴弹发射器
789	Lava Proximity Mine.png	熔岩感应雷	LavaMine	使用熔岩火箭的感应雷发射器
790	Honey Rocket (projectile).png	蜂蜜火箭	HoneyRocket	使用蜂蜜火箭的火箭发射器
791	Honey Grenade.png	蜂蜜榴弹	HoneyGrenade	使用蜂蜜火箭的榴弹发射器
792	Honey Proximity Mine.png	蜂蜜感应雷	HoneyMine	使用蜂蜜火箭的感应雷发射器
793	Mini Nuke Rocket I.png	初级迷你核弹火箭	MiniNukeRocketI	使用初级迷你核弹的火箭发射器
794	Mini Nuke Grenade I.png	初级迷你核榴弹	MiniNukeGrenadeI	使用初级迷你核弹的榴弹发射器
795	Mini Nuke Proximity Mine I.png	初级迷你核弹感应雷	MiniNukeMineI	使用初级迷你核弹的感应雷发射器
796	Mini Nuke Rocket II.png	二级迷你核弹火箭	MiniNukeRocketII	使用二级迷你核弹的火箭发射器
797	Mini Nuke Grenade II.png	二级迷你核榴弹	MiniNukeGrenadeII	使用二级迷你核弹的榴弹发射器
798	Mini Nuke Proximity Mine II.png	二级迷你核弹感应雷	MiniNukeMineII	使用二级迷你核弹的感应雷发射器
799	Dry Rocket (projectile).png	干火箭	DryRocket	使用干火箭的火箭发射器
800	Dry Grenade.png	干榴弹	DryGrenade	使用干火箭的榴弹发射器
801	Dry Proximity Mine.png	干感应雷	DryMine	使用干火箭的感应雷发射器
802	Gladius (projectile).png	罗马短剑	GladiusStab	罗马短剑
803	Snowman Cluster Rocket I.png	初级集束火箭	ClusterSnowmanRocketI	使用初级集束火箭的雪人炮
804	Snowman Cluster Rocket II.png	二级集束火箭	ClusterSnowmanRocketII	使用二级集束火箭的雪人炮
805	Snowman Wet Rocket.png	湿火箭	WetSnowmanRocket	使用湿火箭的雪人炮
806	Snowman Lava Rocket.png	熔岩火箭	LavaSnowmanRocket	使用熔岩火箭的雪人炮
807	Snowman Honey Rocket.png	蜂蜜火箭	HoneySnowmanRocket	使用蜂蜜火箭的雪人炮
808	Snowman Mini Nuke I.png	初级迷你核弹火箭	MiniNukeSnowmanRocketI	使用初级迷你核弹的雪人炮
809	Snowman Mini Nuke II.png	二级迷你核弹火箭	MiniNukeSnowmanRocketII	使用二级迷你核弹的雪人炮
810	Snowman Dry Rocket.png	干火箭	DrySnowmanRocket	使用干火箭的雪人炮
811	Blood Tears.png	血弹	BloodShot	血浆哥布林鲨鱼、血乌贼
812	Shell Pile Falling.png	贝壳堆	ShellPileFalling	贝壳堆（下落中）
813	Blood Tears.png	血泪	BloodNautilusTears	恐惧鹦鹉螺
814	Blood Shot 2.png	血鹦鹉螺弹	BloodNautilusShot	恐惧鹦鹉螺
815	Lil' Harpy.png	小鸟妖	LilHarpy	小鸟拨浪鼓
816	Fennec Fox.png	耳廓狐	FennecFox	奇异咀嚼玩具
817	Glittery Butterfly.png	闪光蝴蝶	GlitteryButterfly	眩晕花蜜
818	Desert Tiger (flying).png	沙漠虎	WhiteTigerPounce	沙漠虎
819	Blood Rain Arrow.png	血雨	BloodArrow	血雨弓
820	Chum Bucket (projectile).png	诱饵	ChumBucket	鱼饵桶（抛出的）
821	Baby Imp.png	小鬼宝宝	BabyImp	地狱蛋糕块
822	Bone Serpent (projectile).png	骨蛇风筝	KiteBoneSerpent	骨蛇风筝
823	World Feeder Kite (projectile).png	吞世怪风筝	KiteWorldFeeder	吞世怪风筝
824	Bunny Kite (projectile).png	兔兔风筝	KiteBunny	兔兔风筝
825	Baby Red Panda.png	小熊猫宝宝	BabyRedPanda	竹叶
826	Pigron Kite (projectile).png	猪龙风筝	KitePigron	猪龙风筝
827	Man Eater Kite (projectile).png	食人怪风筝	KiteManEater	食人怪风筝
828	Blue Jellyfish Kite (projectile).png	蓝水母风筝	KiteJellyfishBlue	蓝水母风筝
829	Pink Jellyfish Kite (projectile).png	粉水母风筝	KiteJellyfishPink	粉水母风筝
830	Shark Kite (projectile).png	鲨鱼风筝	KiteShark	鲨鱼风筝
831	Desert Tiger (ball).gif	沙漠虎	StormTigerGem	沙漠虎杖
832	Desert Tiger (flying).png	沙漠虎	StormTigerAttack	沙漠虎
833	Desert Tiger (tier 1).gif	沙漠虎（1 级）	StormTigerTier1	用了 1-3 次的沙漠虎杖
834	Desert Tiger (tier 2).gif	沙漠虎（2 级）	StormTigerTier2	用了 4-6 次的沙漠虎杖
835	Desert Tiger (tier 3).gif	沙漠虎（3 级）	StormTigerTier3	用了 7 次以上的沙漠虎杖
836	Dandelion Seed.gif	蒲公英种子	DandelionSeed	愤怒蒲公英
837	Skull (projectile).png	骷髅头	BookOfSkullsSkull	骷髅头法书
838	Sand Shark Kite (projectile).png	沙鲨风筝	KiteSandShark	沙鲨风筝
839	Corrupt Bunny Kite (projectile).png	腐化兔兔风筝	KiteBunnyCorrupt	腐化兔兔风筝
840	Crimson Bunny Kite (projectile).png	猩红兔兔风筝	KiteBunnyCrimson	猩红兔兔风筝
841	Leather Whip (projectile).png	皮鞭	BlandWhip	皮鞭
842	Ruler.png	标尺	RulerStab	标尺
843	Goldfish Kite (projectile).png	金鱼风筝	KiteGoldfish	金鱼风筝
844	Angry Trapper Kite (projectile).png	愤怒捕手风筝	KiteAngryTrapper	愤怒捕手风筝
845	Koi Kite (projectile).png	锦鲤风筝	KiteKoi	锦鲤风筝
846	Crawltipede Kite (projectile).png	千足蜈蚣风筝	KiteCrawltipede	千足蜈蚣风筝
847	Durendal (projectile).png	迪朗达尔	SwordWhip	迪朗达尔
848	Morning Star (projectile).png	晨星	MaceWhip	晨星
849	Dark Harvest (projectile).png	暗黑收割	ScytheWhip	暗黑收割
850	Spectrum Kite (projectile).png	光谱风筝	KiteSpectrum	光谱风筝
851	Dove.gif	鸽子	ReleaseDoves	放飞鸽子
852	Wandering Eye Kite (projectile).png	游荡眼球怪风筝	KiteWanderingEye	游荡眼球怪风筝
853	Unicorn Kite (projectile).png	独角兽风筝	KiteUnicorn	独角兽风筝
854	Plantero.png	微型世纪之花	Plantero	泥芽
855	Release Lantern (projectile).gif	灯笼	ReleaseLantern	放飞灯笼
856	Stellar Tune.png	星星吉他	SparkleGuitar	星星吉他
857	First Fractal (projectile).gif	第一分形	FirstFractal	第一分形
858	Dynamite Kitten.gif	雷管小猫	DynamiteKitten	保险丝球
859	Baby Werewolf.png	狼人宝宝	BabyWerewolf	满月尖叫玩具
860	Shadow Mimic (pet).png	暗影宝箱怪	ShadowMimic	华丽暗影钥匙
861	Football (projectile).gif	橄榄球	Football	橄榄球（抛出的）
862	Cluster Fragments I.png	初级集束破片	ClusterSnowmanFragmentsI	使用初级集束火箭的雪人炮
863	Cluster Fragments II.png	二级集束破片	ClusterSnowmanFragmentsII	使用二级集束火箭的雪人炮
864	Enchanted Dagger (minion).png	附魔飞刀	Smolstar	刃杖
865	Squirrel Hook (projectile).png	松鼠钩	SquirrelHook	松鼠钩
866	Sergeant United Shield (projectile).gif	中士联盾	BouncingShield	中士联盾（抛出的）
867	Shroomerang.png	蘑菇回旋镖	Shroomerang	蘑菇回旋镖（抛出的）
868	Tree Globe.png	树球	TreeGlobe	树球（抛出的）
869	World Globe.png	世界球	WorldGlobe	世界球（抛出的）
870	Fairy Glowstick (projectile).gif	仙灵荧光棒	FairyGlowstick	仙灵荧光棒（抛出的）
871	Split Shot Core.gif	分裂弹核心	HallowBossSplitShotCore	无
872	Everlasting Rainbow.png	永恒彩虹	HallowBossLastingRainbow	光之女皇
873	Prismatic Bolt.png	七彩矢	HallowBossRainbowStreak	光之女皇
874	Death Aurora.png	死亡极光	HallowBossDeathAurora	光之女皇生成动画
875	Volt Bunny (pet).gif	伏特兔	VoltBunny	闪电胡萝卜
876	Zapinator (projectile).png	冲击枪	ZapinatorLaser	灰冲击枪、橙冲击枪
877	Jousting Lance (projectile).png	骑枪	JoustingLance	骑枪
878	Shadow Jousting Lance (projectile).png	暗影骑枪	ShadowJoustingLance	暗影骑枪
879	Hallowed Jousting Lance (projectile).png	神圣骑枪	HallowJoustingLance	神圣骑枪
880	Strike (Green).gif	抓击（绿）	ZoologistStrikeGreen	动物学家
881	Slime Prince.gif	史莱姆王子	KingSlimePet	皇家美味
882	Suspicious Eye.gif	可疑眼睛	EyeOfCthulhuPet	可疑咧嘴眼球
883	Eater of Worms.png	蠕虫吞噬怪	EaterOfWorldsPet	蠕动残骸
884	Spider Brain.gif	蜘蛛脑	BrainOfCthulhuPet	罐中脑
885	Skeletron Jr..png	小骷髅王	SkeletronPet	疯狂骷髅头
886	Honey Bee.gif	宝贝蜜蜂	QueenBeePet	闪耀蜂蜜
887	Destroyer-Lite.png	微型毁灭者	DestroyerPet	失效探测器
888	Rez and Spaz.png	激光眼和魔焰眼	TwinsPet	微型双子魔眼
889	Mini Prime.png	小机械骷髅王	SkeletronPrimePet	机器人骷髅头
890	Plantera Seedling (pet).gif	世纪之花幼苗	PlanteraPet	世纪之花幼苗
891	Toy Golem.gif	玩具石巨人	GolemPet	玩具石巨人
892	Tiny Fishron.gif	小猪龙鱼	DukeFishronPet	海猪肉
893	Phantasmal Dragon.png	小幻影龙	LunaticCultistPet	碑牌碎片
894	Moonling.gif	月精灵	MoonLordPet	月亮乌贼
895	Fairy Princess.gif	仙灵公主	FairyQueenPet	光之珠宝
896	Jack 'O Lantern (light pet).gif	杰克南瓜灯	PumpkingPet	南瓜香薰蜡烛
897	Everscream Sapling.gif	常绿尖叫怪树苗	EverscreamPet	灌木星星
898	Ice Queen (pet).gif	冰雪女王	IceQueenPet	冰冻王冠
899	Alien Skater.png	异星滑板小子	MartianPet	宇宙滑板
900	Baby Ogre.png	食人魔宝宝	DD2OgrePet	食人魔棍棒
901	Itsy Betsy.png	小双足翼龙	DD2BetsyPet	双足翼龙蛋
902	Combat Wrench.png	战斗扳手	CombatWrench	战斗扳手
903	Wet Bomb.png	湿炸弹	WetBomb	湿炸弹（抛出的）
904	Lava Bomb.png	熔岩炸弹	LavaBomb	熔岩炸弹（抛出的）
905	Honey Bomb.png	蜂蜜炸弹	HoneyBomb	蜂蜜炸弹（抛出的）
906	Dry Bomb.png	干炸弹	DryBomb	干炸弹（抛出的）
907	Ornament.png	装饰	OrnamentStar	圣诞树剑
908	Titanium Shard.png	钛金碎片	TitaniumStormShard	钛金盔甲套装奖励
909	Rock.png	岩石	RockGolemRock	岩石巨人
910	Dirt Bomb.png	土炸弹	DirtBomb	土炸弹（抛出的）
911	Sticky Dirt Bomb.png	粘性土炸弹	DirtStickyBomb	粘性土炸弹（抛出的）
912	Cool Whip (projectile).png	冷鞭	CoolWhip	冷鞭
913	Firecracker (projectile).png	鞭炮	FireWhip	鞭炮
914	Snapthorn (projectile).png	荆鞭	ThornWhip	荆鞭
915	Kaleidoscope (projectile).png	万花筒	RainbowWhip	万花筒
916	Reaping (projectile).png	收割	ScytheWhipProj	暗黑收割
917	Cool Flake.png	冷鞭雪花	CoolWhipProj	冷鞭
918	Firecracker (projectile 2).png	鞭炮	FireWhipProj	鞭炮
919	Ethereal Lance.png	空灵长枪	FairyQueenLance	光之女皇
920	Crystal Spike.png	水晶尖刺	QueenSlimeMinionBlueSpike	水晶史莱姆
921	Bouncy Gel.png	弹力凝胶	QueenSlimeMinionPinkBall	弹力史莱姆
922	Lightning Orb Arc.png	皇后猛击	QueenSlimeSmash	史莱姆皇后
923	Sun Dance.png	太阳舞	FairyQueenSunDance	光之女皇
924	Lightning Orb Arc.png	女皇颂歌	FairyQueenHymn	光之女皇
925	Lightning Orb Arc.png	星尘守卫重击	StardustPunch	星尘守卫的攻击（）
926	Regal Gel.png	皇家凝胶	QueenSlimeGelAttack	史莱姆皇后
927	Starlight (projectile).png	星光	PiercingStarlight	星光
928	Drippler Crippler (projectile).png	Drippler Crippler (extra ball)	DripplerFlailExtraBall	滴滴怪致残者
929	Strike (Red).gif	抓击（红）	ZoologistStrikeRed	动物学家
930	Rocket I.png	圣诞老人坦克火箭	SantankMountRocket	圣诞老人坦克坐骑
931	Nightglow (projectile).png	夜光	FairyQueenMagicItemShot	夜光
932	Twilight Lance.png	暮光长枪	FairyQueenRangedItemShot	使用木箭的日暮
933	Zenith.png	天顶剑	FinalFractal	天顶剑
934	Slime Princess.gif	史莱姆公主	QueenSlimePet	王室美食
935	Hook of Dissonance (projectile).png	失谐钩爪	QueenSlimeHook	失谐钩爪
936	Sparkle Slime Balloon.png	闪耀史莱姆气球	GelBalloon	闪耀史莱姆气球（抛出的）
937	Volatile Gelatin (projectile).png	挥发明胶	VolatileGelatinBall	挥发明胶
938	Copper Shortsword.png	铜短剑	CopperShortswordStab	铜短剑
939	Tin Shortsword.png	锡短剑	TinShortswordStab	锡短剑
940	Iron Shortsword.png	铁短剑	IronShortswordStab	铁短剑
941	Lead Shortsword.png	铅短剑	LeadShortswordStab	铅短剑
942	Silver Shortsword.png	银短剑	SilverShortswordStab	银短剑
943	Tungsten Shortsword.png	钨短剑	TungstenShortswordStab	钨短剑
944	Gold Shortsword.png	金短剑	GoldShortswordStab	金短剑
945	Platinum Shortsword.png	铂金短剑	PlatinumShortswordStab	铂金短剑
946	Terraprisma (projectile).png	泰拉棱镜	EmpressBlade	泰拉棱镜
947	Mace (projectile).png	链锤	Mace	链锤
948	Flaming Mace (projectile).png	烈焰链锤	FlamingMace	烈焰链锤
949	Lightning Orb Arc.png	火把神	TorchGod	火把神事件
950	Royal Resonance.png	皇家共鸣	PrincessWeapon	公主、共鸣权杖
951	Flinx.png	小雪怪	FlinxMinion	小雪怪法杖
952	Spinal Tap (projectile).png	脊柱骨鞭	BoneWhip	脊柱骨鞭
953	Solar Explosion.gif	日耀爆炸	DaybreakExplosion	破晓之光
954	Wand of Sparking (projectile).png	火花	WandOfSparkingSpark	火花魔棒
955	Fallen Star.png	陨星	StarCannonStar	星星炮
956	Bernie.gif	伯尼	BerniePet	伯尼的钮扣
957	Glommer.gif	咕噜咪	GlommerPet	咕噜咪的花
958	Deerclops (pet).gif	独眼巨鹿	DeerclopsPet	独眼巨鹿眼球
959	Pig Man.gif	猪人	PigPet	怪物肉
960	Chester.gif	切斯特	ChesterPet	眼骨
961	Deerclops Ice Spike.png	冰雪尖刺	DeerclopsIceSpike	独眼巨鹿
962	Deerclops Debris.gif	残骸	DeerclopsRangedProjectile	独眼巨鹿
963	Abigail.gif	阿比盖尔	AbigailMinion	阿比盖尔的花
964	Shadow Hand (friendly).png	暗影之手（友方）	InsanityShadowFriendly	骸骨头盔
965	Shadow Hand (hostile).png	暗影之手（敌方）	InsanityShadowHostile	独眼巨鹿
966	Houndius Shootius (sentry).png	眼球激光塔	HoundiusShootius	眼球激光塔
967	Houndius Shootius Fireball.gif	眼球激光塔火球	HoundiusShootiusFireball	眼球激光塔
968	Pew-Matic Stuff.png	气喇叭投射物	PewMaticHornShot	气喇叭
969	Hurtnado.gif	苦痛旋风	WeatherPainShot	天候棒
970	Desert Tiger (ball).gif	阿比盖尔（计数器）	AbigailCounter	阿比盖尔的花
971	Tentacle Spike (projectile).png	触手钉锤	TentacleSpike	触手钉锤
972	Terra Beam.png	永夜刃	NightsEdge	永夜刃、真永夜刃
973	Terra Beam.png	真永夜刃	TrueNightsEdge	真永夜刃
974	Light's Bane.png	魔光剑	LightsBane	魔光剑
975	Blood Butcherer.png	血腥屠刀	BloodButcherer	血腥屠刀
976	Leaf Blade.png	叶刃	BladeOfGrass	草剑
977	Muramasa (projectile).png	村正	Muramasa	村正
978	Solar Explosion.gif	火山	Volcano	火山
979	Wand of Frosting.png	寒霜	WandOfFrostingFrost	结霜魔杖
980	Venom Dart.png	毒液飞镖	VenomDartTrap	毒液飞镖机关
981	Silver Bullet (projectile).png	子弹	SilverBullet	银子弹
982	Terra Beam.png	断钢剑	Excalibur	断钢剑、真断钢剑
983	Terra Beam.png	真断钢剑	TrueExcalibur	真断钢剑
984	Terra Beam.png	泰拉刃	TerraBlade2	泰拉刃
985	Terra Beam.png	泰拉光束	TerraBlade2Shot	泰拉刃
986	Fishing Bobber.png	钓鱼浮标	FishingBobber	钓鱼浮标
987	Glowing Fishing Bobber.png	发光钓鱼浮标	FishingBobberGlowingStar	发光钓鱼浮标
988	Lava Moss Fishing Bobber.png	熔岩苔藓钓鱼浮标	FishingBobberGlowingLava	熔岩苔藓钓鱼浮标
989	Krypton Moss Fishing Bobber.png	氪苔藓钓鱼浮标	FishingBobberGlowingKrypton	氪苔藓钓鱼浮标
990	Xenon Moss Fishing Bobber.png	氙苔藓钓鱼浮标	FishingBobberGlowingXenon	氙苔藓钓鱼浮标
991	Argon Moss Fishing Bobber.png	氩苔藓钓鱼浮标	FishingBobberGlowingArgon	氩苔藓钓鱼浮标
992	Neon Moss Fishing Bobber.png	氖苔藓钓鱼浮标	FishingBobberGlowingViolet	氖苔藓钓鱼浮标
993	Helium Moss Fishing Bobber.png	氦苔藓钓鱼浮标	FishingBobberGlowingRainbow	氦苔藓钓鱼浮标
994	Junimo.png	祝尼魔	JunimoPet	星之果实
995	Jumino Stardrop Animation.gif	祝尼魔星之果实动画	JuminoStardropAnimation	当Joja可乐被树妖“净化”时
996	Moon Globe.png	月亮球	MoonGlobe	月亮球
997	Terra Beam.png	无头骑士剑	TheHorsemansBlade	无头骑士剑
998	Blue Chicken.png	蓝鸡	BlueChickenPet	蓝鸡蛋
999	Hive-Five (projectile).png	蜂巢球	HiveFive	蜂巢球
1000	Trimarang.png	三尖回旋镖	Trimarang	三尖回旋镖
1001	Pumpkin Head.png	南瓜头	HorsemanPumpkin	无头骑士
1002	TNT Barrel.png	TNT桶	TNTBarrel	TNT桶
1003	Spiffo.png	Spiffo	Spiffo	毛绒Spiffo
1004	Caveling Gardener.png	洞穴园丁	CavelingGardener	发光郁金香
1005	Mini Boulder.png	巨石	MiniBoulder	For the worthy 世界中的巨石。
1006	Shimmer Arrow.png	微光箭	ShimmerArrow	微光箭
1007	Toxic Cloud (1) (projectile).png	毒气机关	GasTrap	毒气机关
1008	Spelunker Flare (projectile).png	洞穴探险照明弹	SpelunkerFlare	洞穴探险照明弹
1009	Cursed Flare (projectile).png	诅咒照明弹	CursedFlare	诅咒照明弹
1010	Rainbow Flare (projectile).png	彩虹照明弹	RainbowFlare	彩虹照明弹
